"policyConfigID","policyID","addUnlistedPatient","QA","insightActive","connectActive","validFrom","validTill"
5881,1337,False,True,True,False,"2022-01-01",NULL
5882,1090,False,True,True,False,"2022-01-01",NULL
5901,1173,True,True,True,False,"2022-01-01",NULL
6020,1058,True,True,True,True,"2022-01-04",NULL
6022,396,True,True,True,True,"2022-01-04",NULL
6023,1196,True,True,True,True,"2022-01-04",NULL
10960,4466,True,True,True,False,"2023-12-15",NULL
10972,4477,True,True,True,False,"2023-12-16",NULL
10983,1994,True,True,True,True,"2024-01-01",NULL
6098,1418,True,True,True,True,"2022-01-10",NULL
6099,1170,True,True,True,True,"2022-01-10",NULL
6100,1171,True,True,True,True,"2022-01-10",NULL
6103,397,True,True,True,True,"2022-01-11",NULL
11003,4471,True,True,True,False,"2023-12-22",NULL
11004,4470,True,True,True,False,"2023-12-22",NULL
11005,4472,True,True,True,False,"2023-12-22",NULL
11006,4473,True,True,True,False,"2023-12-22",NULL
11007,4474,True,True,True,False,"2023-12-22",NULL
6494,749,True,True,True,True,"2022-02-15",NULL
6506,1192,True,True,True,False,"2022-02-18",NULL
6686,510,True,True,False,False,"2022-03-26",NULL
6687,524,True,True,False,False,"2022-03-26",NULL
6689,523,True,True,False,False,"2022-03-26",NULL
6691,525,True,True,False,False,"2022-03-26",NULL
6693,452,True,True,False,False,"2022-03-26",NULL
6694,511,True,True,False,False,"2022-03-26",NULL
6699,741,True,True,False,False,"2022-03-26",NULL
6723,1661,False,True,True,True,"2022-04-12",NULL
243,401,True,True,False,False,"2015-01-01",NULL
6778,1826,False,True,True,False,"2022-06-03",NULL
6786,1414,False,True,False,False,"2022-06-22",NULL
6787,1415,False,True,False,False,"2022-06-22",NULL
6834,921,True,True,True,False,"2022-07-15",NULL
6843,1837,True,True,True,False,"2022-08-15",NULL
6844,1838,True,True,True,False,"2022-08-15",NULL
6845,1839,True,True,True,False,"2022-08-15",NULL
6890,1859,True,True,True,False,"2022-09-22",NULL
6891,1860,True,True,True,False,"2022-09-22",NULL
6892,1861,True,True,True,False,"2022-09-22",NULL
6895,1864,True,True,True,False,"2022-09-22",NULL
6897,1866,True,True,True,False,"2022-09-22",NULL
6901,1870,True,True,True,False,"2022-09-22",NULL
6902,1871,True,True,True,False,"2022-09-22",NULL
6903,1872,True,True,True,False,"2022-09-22",NULL
6967,1427,False,True,True,False,"2022-11-10",NULL
6987,1653,False,True,True,False,"2022-12-02",NULL
7017,506,True,True,True,False,"2023-01-01",NULL
7019,578,True,True,True,False,"2023-01-01",NULL
7024,1287,False,True,True,False,"2023-01-01",NULL
7025,1288,True,True,True,False,"2023-01-01",NULL
7015,504,False,True,True,False,"2023-01-01",NULL
7021,1057,True,True,True,False,"2023-01-01",NULL
7020,579,True,True,True,False,"2023-01-01",NULL
7109,1475,True,True,True,False,"2023-01-01",NULL
7110,1476,True,True,True,False,"2023-01-01",NULL
7161,1569,True,True,True,False,"2023-01-01",NULL
7178,1588,True,True,True,False,"2023-01-01",NULL
7188,1598,True,True,True,False,"2023-01-01",NULL
7167,1575,True,True,True,False,"2023-01-01",NULL
7231,1482,True,True,True,False,"2023-01-01",NULL
7208,821,True,True,True,False,"2023-01-01",NULL
7228,1324,True,True,True,False,"2023-01-01",NULL
7215,945,True,True,True,False,"2023-01-01",NULL
7309,938,True,True,True,False,"2023-01-01",NULL
7329,1840,True,True,True,False,"2023-01-01",NULL
7316,1648,True,True,True,False,"2023-01-01",NULL
7330,1841,True,True,True,False,"2023-01-01",NULL
7399,1104,True,True,True,False,"2023-01-01",NULL
7397,920,True,True,True,False,"2023-01-01",NULL
7410,1507,True,True,True,False,"2023-01-01",NULL
7398,1022,True,True,True,False,"2023-01-01",NULL
7407,1123,True,True,True,False,"2023-01-01",NULL
7408,1417,True,True,True,False,"2023-01-01",NULL
7411,1508,True,True,True,False,"2023-01-01",NULL
7409,1506,True,True,True,False,"2023-01-01",NULL
7454,1547,True,True,True,False,"2023-01-01",NULL
7419,1102,True,True,True,False,"2023-01-01",NULL
7418,1101,True,True,True,False,"2023-01-01",NULL
7416,1099,True,True,True,False,"2023-01-01",NULL
7417,1100,True,True,True,False,"2023-01-01",NULL
7504,1248,True,True,True,False,"2023-01-01",NULL
7477,1220,True,True,True,False,"2023-01-01",NULL
7515,1826,False,True,True,False,"2023-01-01",NULL
7516,1641,False,True,True,False,"2023-01-01",NULL
7517,1651,False,True,True,False,"2023-01-01",NULL
7518,1404,False,True,True,False,"2023-01-01",NULL
7519,1815,False,True,True,False,"2023-01-01",NULL
7520,1706,False,True,True,False,"2023-01-01",NULL
7521,1716,False,True,True,False,"2023-01-01",NULL
7522,1720,False,True,True,False,"2023-01-01",NULL
7523,1652,False,True,True,False,"2023-01-01",NULL
7524,1640,False,True,True,False,"2023-01-01",NULL
7525,1645,False,True,True,False,"2023-01-01",NULL
7526,1714,False,True,True,False,"2023-01-01",NULL
7527,1719,False,True,True,False,"2023-01-01",NULL
7528,1567,False,True,True,False,"2023-01-01",NULL
7532,1707,False,True,True,False,"2023-01-01",NULL
7533,1705,False,True,True,False,"2023-01-01",NULL
7534,1654,False,True,True,False,"2023-01-01",NULL
7535,1504,False,True,True,False,"2023-01-01",NULL
7553,1711,False,True,True,False,"2023-01-05",NULL
7909,1087,False,True,False,True,"2023-01-20",NULL
7915,1071,False,True,True,False,"2023-01-26",NULL
7916,1298,False,True,True,False,"2023-01-26",NULL
7918,1088,False,True,True,False,"2023-01-26",NULL
7943,1875,False,True,True,True,"2023-02-11",NULL
7945,1896,True,True,True,True,"2023-02-13",NULL
7946,1876,False,True,True,True,"2023-02-11",NULL
7949,1895,True,True,True,True,"2023-02-13",NULL
7959,499,True,True,True,False,"2023-02-15",NULL
8034,1916,True,True,True,True,"2023-03-02",NULL
8108,1423,False,True,True,True,"2023-03-22",NULL
8109,1879,False,True,True,True,"2023-03-22",NULL
8110,1880,False,True,True,True,"2023-03-22",NULL
8156,1082,False,True,True,False,"2023-03-31",NULL
8391,1426,False,True,True,False,"2023-10-03",NULL
8404,1993,False,True,True,True,"2023-10-20",NULL
8442,815,True,True,True,False,"2023-10-28",NULL
8474,2041,True,True,True,False,"2023-11-09",NULL
8484,2049,True,True,True,False,"2023-11-14",NULL
8502,2063,True,True,True,False,"2023-11-17",NULL
8510,2071,True,True,True,False,"2023-11-17",NULL
8523,2084,True,True,True,False,"2023-11-17",NULL
8525,2085,True,True,True,False,"2023-11-17",NULL
8527,2087,True,True,True,False,"2023-11-17",NULL
8532,2092,True,True,True,False,"2023-11-17",NULL
8533,2093,True,True,True,False,"2023-11-17",NULL
8393,1304,False,True,True,False,"2024-01-01",NULL
8485,2050,True,True,True,False,"2023-11-14",NULL
8394,1305,False,True,True,False,"2024-01-01",NULL
8392,1890,False,True,True,False,"2023-10-06",NULL
8558,2118,True,True,True,False,"2023-11-18",NULL
8561,2121,True,True,True,False,"2023-11-18",NULL
8569,2129,True,True,True,False,"2023-11-18",NULL
8570,2130,True,True,True,False,"2023-11-18",NULL
8576,2136,True,True,True,False,"2023-11-18",NULL
8578,2138,True,True,True,False,"2023-11-18",NULL
8580,2140,True,True,True,False,"2023-11-18",NULL
8581,2141,True,True,True,False,"2023-11-18",NULL
8582,2142,True,True,True,False,"2023-11-18",NULL
8583,2143,True,True,True,False,"2023-11-18",NULL
8584,2144,True,True,True,False,"2023-11-18",NULL
8586,2146,True,True,True,False,"2023-11-18",NULL
8588,2148,True,True,True,False,"2023-11-18",NULL
8596,2156,True,True,True,False,"2023-11-18",NULL
8598,2158,True,True,True,False,"2023-11-18",NULL
8599,2159,True,True,True,False,"2023-11-18",NULL
11428,1406,True,True,True,False,"2024-01-01",NULL
11421,1611,True,True,True,False,"2024-01-01",NULL
11452,1195,True,True,True,False,"2024-01-01",NULL
11361,1881,True,True,True,False,"2024-01-01",NULL
11314,1859,True,True,True,False,"2024-01-01",NULL
11335,2002,False,True,True,False,"2024-01-01",NULL
11329,1650,True,True,True,False,"2024-01-01",NULL
11531,1228,True,True,True,False,"2024-01-01",NULL
11437,1109,True,True,True,False,"2024-01-01",NULL
11340,1998,False,True,True,False,"2024-01-01",NULL
11433,1610,True,True,True,False,"2024-01-01",NULL
11558,2052,True,True,True,False,"2024-01-01",NULL
11316,1861,True,True,True,False,"2024-01-01",NULL
11360,1060,False,True,True,False,"2024-01-01",NULL
11441,1897,True,True,True,False,"2024-01-01",NULL
11560,2054,True,True,True,False,"2024-01-01",NULL
11315,1860,True,True,True,False,"2024-01-01",NULL
11479,1556,True,True,True,False,"2024-01-01",NULL
11422,449,True,True,True,False,"2024-01-01",NULL
11502,1278,True,True,True,False,"2024-01-01",NULL
11345,1845,True,True,True,False,"2024-01-01",NULL
11429,1408,True,True,True,False,"2024-01-01",NULL
11542,351,True,True,True,False,"2024-01-01",NULL
11565,1910,True,True,True,False,"2024-01-01",NULL
11349,1846,True,True,True,False,"2024-01-01",NULL
11177,1674,True,True,True,False,"2024-01-01",NULL
11307,1837,True,True,True,False,"2024-01-01",NULL
11325,1870,True,True,True,False,"2024-01-01",NULL
11337,2000,False,True,True,False,"2024-01-01",NULL
11332,1997,True,True,True,False,"2024-01-01",NULL
11460,1219,True,True,True,False,"2024-01-01",NULL
11405,935,True,True,True,False,"2024-01-01",NULL
11438,1407,True,True,True,False,"2024-01-01",NULL
11313,1939,True,True,True,False,"2024-01-01",NULL
11343,1849,True,True,True,False,"2024-01-01",NULL
11254,1486,False,True,True,False,"2024-01-01",NULL
11530,1227,True,True,True,False,"2024-01-01",NULL
11436,1913,True,True,True,False,"2024-01-01",NULL
11312,1842,True,True,True,False,"2024-01-01",NULL
11474,1243,True,True,True,False,"2024-01-01",NULL
11318,1863,True,True,True,False,"2024-01-01",NULL
11336,2001,False,True,True,False,"2024-01-01",NULL
11427,1410,True,True,True,False,"2024-01-01",NULL
11324,1869,True,True,True,False,"2024-01-01",NULL
11309,1839,True,True,True,False,"2024-01-01",NULL
11341,1918,True,True,True,False,"2024-01-01",NULL
11326,1871,True,True,True,False,"2024-01-01",NULL
11334,2003,False,True,True,False,"2024-01-01",NULL
11557,2051,True,True,True,False,"2024-01-01",NULL
11320,1865,True,True,True,False,"2024-01-01",NULL
11504,1559,True,True,True,False,"2024-01-01",NULL
11195,1631,False,True,True,False,"2024-01-01",NULL
11454,1258,True,True,True,False,"2024-01-01",NULL
11406,936,True,True,True,False,"2024-01-01",NULL
11494,1217,True,True,True,False,"2024-01-01",NULL
6960,1894,True,True,True,False,"2022-11-08",NULL
11338,1999,False,True,True,False,"2024-01-01",NULL
11256,1192,False,True,True,False,"2024-01-01",NULL
11348,1848,True,True,True,False,"2024-01-01",NULL
11561,2055,True,True,True,False,"2024-01-01",NULL
11424,451,True,True,True,False,"2024-01-01",NULL
11333,2004,False,True,True,False,"2024-01-01",NULL
11564,2058,True,True,True,False,"2024-01-01",NULL
11425,448,True,True,True,False,"2024-01-01",NULL
11516,1253,True,True,True,False,"2024-01-01",NULL
11347,1847,True,True,True,False,"2024-01-01",NULL
11430,1106,True,True,True,False,"2024-01-01",NULL
11327,1872,True,True,True,False,"2024-01-01",NULL
11255,954,True,True,True,False,"2024-01-01",NULL
11563,2057,True,True,True,False,"2024-01-01",NULL
11559,2053,True,True,True,False,"2024-01-01",NULL
11288,846,True,True,True,False,"2024-01-01",NULL
11417,1946,True,True,True,False,"2024-01-01",NULL
11431,1107,True,True,True,False,"2024-01-01",NULL
11323,1868,True,True,True,False,"2024-01-01",NULL
11355,1829,True,True,True,False,"2024-01-01",NULL
11328,1873,True,True,True,False,"2024-01-01",NULL
11128,1806,True,True,True,False,"2024-01-01",NULL
