"documentPlanID","policyS3DocumentMappingID","pbp","cmsContractNumber","carrier","account","group","serviceQualifier","documentType","isDefaultDocument","validFrom","validTill","createdAt","createdBy","updatedAt","updatedBy","legacyDocumentID","isDeleted","s3DocumentMappingID","policyID","policyS3DocumentID","createdAt-2","createdBy-2","updatedAt-2","updatedBy-2","policyS3DocumentID-2","s3DocumentName","s3DocumentURL","createdAt-3","createdBy-3","updatedAt-3","updatedBy-3"
42,42,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2017-01-30 05:00:00+00",NULL,"2017-01-30 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,47,False,42,632,228,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,228,"UCare_Multi_Language_Insert.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/UCare_Multi_Language_Insert.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
57,57,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2017-07-16 04:00:00+00",NULL,"2017-07-16 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,63,False,57,780,97,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,97,"H5520_NDL.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/H5520_NDL.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
67,67,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2018-01-04 05:00:00+00",NULL,"2018-01-04 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,73,False,67,818,37,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,37,"CVS_2018_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2018_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
68,68,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2018-01-04 05:00:00+00",NULL,"2018-01-04 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,74,False,68,819,37,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,37,"CVS_2018_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2018_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
69,69,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2018-01-04 05:00:00+00",NULL,"2018-01-04 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,75,False,69,820,37,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,37,"CVS_2018_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2018_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
77,77,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2018-01-08 05:00:00+00",NULL,"2018-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,83,False,77,850,37,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,37,"CVS_2018_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2018_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
78,78,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2018-01-08 05:00:00+00",NULL,"2018-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,84,False,78,851,37,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,37,"CVS_2018_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2018_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
79,79,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2018-01-08 05:00:00+00",NULL,"2018-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,85,False,79,852,37,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,37,"CVS_2018_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2018_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
96,96,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2018-01-08 05:00:00+00",NULL,"2018-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,102,False,96,842,37,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,37,"CVS_2018_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2018_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
103,103,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2018-01-08 05:00:00+00",NULL,"2018-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,109,False,103,837,37,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,37,"CVS_2018_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2018_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
155,155,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2018-12-31 05:00:00+00",NULL,"2018-12-31 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,169,False,155,944,37,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,37,"CVS_2018_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2018_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
168,168,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2019-02-22 05:00:00+00",NULL,"2019-02-22 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,182,False,168,943,37,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,37,"CVS_2018_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2018_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
222,221,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2019-09-03 04:00:00+00",NULL,"2019-09-03 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,237,False,221,663,28,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,28,"CCHP_Language_Assistance_Services.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CCHP_Language_Assistance_Services.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
223,222,NULL,NULL,NULL,NULL,NULL,"CMR","2nd Additional PDF/image file in SPT",True,"2019-09-03 04:00:00+00",NULL,"2019-09-03 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,238,False,222,663,47,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,47,"ENG_CH_SP_Non_Discrimination_and_Taglines.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/ENG_CH_SP_Non_Discrimination_and_Taglines.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
238,236,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00",NULL,"2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,254,False,236,822,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
239,237,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00",NULL,"2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,255,False,237,823,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
256,254,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00",NULL,"2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,272,False,254,1326,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
329,327,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-04-02 04:00:00+00",NULL,"2020-04-02 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,346,False,327,1291,176,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,176,"MCR-0119-F.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MCR-0119-F.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
330,328,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-04-02 04:00:00+00",NULL,"2020-04-02 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,347,False,328,1292,219,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,219,"SPP-0119-C.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/SPP-0119-C.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
331,329,NULL,NULL,NULL,NULL,NULL,"CMR","2nd Additional PDF/image file in SPT",True,"2020-04-02 04:00:00+00",NULL,"2020-04-02 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,348,False,329,1292,187,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,187,"MedicaDisclaimer.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MedicaDisclaimer.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
332,330,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-04-02 04:00:00+00",NULL,"2020-04-02 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,349,False,330,1293,176,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,176,"MCR-0119-F.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MCR-0119-F.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
333,331,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-04-02 04:00:00+00",NULL,"2020-04-02 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,350,False,331,1294,176,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,176,"MCR-0119-F.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MCR-0119-F.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
334,332,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-04-02 04:00:00+00",NULL,"2020-04-02 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,351,False,332,1295,219,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,219,"SPP-0119-C.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/SPP-0119-C.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
335,333,NULL,NULL,NULL,NULL,NULL,"CMR","2nd Additional PDF/image file in SPT",True,"2020-04-02 04:00:00+00",NULL,"2020-04-02 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,352,False,333,1295,187,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,187,"MedicaDisclaimer.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MedicaDisclaimer.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
336,334,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-04-02 04:00:00+00",NULL,"2020-04-02 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,353,False,334,1296,176,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,176,"MCR-0119-F.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MCR-0119-F.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
337,335,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-04-02 04:00:00+00",NULL,"2020-04-02 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,354,False,335,1297,176,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,176,"MCR-0119-F.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MCR-0119-F.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
424,422,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,442,False,422,775,131,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,131,"HN_NDL.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/HN_NDL.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
425,423,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,443,False,423,779,131,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,131,"HN_NDL.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/HN_NDL.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
429,427,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,447,False,427,1345,21,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,21,"Ascension_NDL.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/Ascension_NDL.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
432,430,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,450,False,430,1344,21,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,21,"Ascension_NDL.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/Ascension_NDL.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
436,434,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,454,False,434,1346,21,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,21,"Ascension_NDL.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/Ascension_NDL.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
446,444,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,464,False,444,896,226,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,226,"Trillium_NDL.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/Trillium_NDL.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
447,445,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,465,False,445,781,131,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,131,"HN_NDL.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/HN_NDL.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
448,446,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,466,False,446,900,200,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,200,"ORWA_NDL.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/ORWA_NDL.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
455,453,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,474,False,453,1377,6,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,6,"106-MTMRX1557_1557_MCR_9999-99_ENG_v1901.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/106-MTMRX1557_1557_MCR_9999-99_ENG_v1901.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
456,454,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,475,False,454,1378,6,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,6,"106-MTMRX1557_1557_MCR_9999-99_ENG_v1901.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/106-MTMRX1557_1557_MCR_9999-99_ENG_v1901.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
457,455,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,476,False,455,1379,6,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,6,"106-MTMRX1557_1557_MCR_9999-99_ENG_v1901.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/106-MTMRX1557_1557_MCR_9999-99_ENG_v1901.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
458,456,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,477,False,456,1380,6,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,6,"106-MTMRX1557_1557_MCR_9999-99_ENG_v1901.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/106-MTMRX1557_1557_MCR_9999-99_ENG_v1901.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
459,457,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,478,False,457,1381,1,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,1,"01 Consol_ABS v2.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/01 Consol_ABS v2.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
460,458,NULL,NULL,NULL,NULL,NULL,"CMR","2nd Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,479,False,458,1381,6,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,6,"106-MTMRX1557_1557_MCR_9999-99_ENG_v1901.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/106-MTMRX1557_1557_MCR_9999-99_ENG_v1901.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
461,459,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,480,False,459,1382,1,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,1,"01 Consol_ABS v2.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/01 Consol_ABS v2.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
462,460,NULL,NULL,NULL,NULL,NULL,"CMR","2nd Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,481,False,460,1382,6,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,6,"106-MTMRX1557_1557_MCR_9999-99_ENG_v1901.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/106-MTMRX1557_1557_MCR_9999-99_ENG_v1901.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
463,461,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,482,False,461,1383,1,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,1,"01 Consol_ABS v2.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/01 Consol_ABS v2.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
464,462,NULL,NULL,NULL,NULL,NULL,"CMR","2nd Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,483,False,462,1383,6,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,6,"106-MTMRX1557_1557_MCR_9999-99_ENG_v1901.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/106-MTMRX1557_1557_MCR_9999-99_ENG_v1901.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
465,463,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,484,False,463,1384,1,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,1,"01 Consol_ABS v2.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/01 Consol_ABS v2.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
466,464,NULL,NULL,NULL,NULL,NULL,"CMR","2nd Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,485,False,464,1384,6,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,6,"106-MTMRX1557_1557_MCR_9999-99_ENG_v1901.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/106-MTMRX1557_1557_MCR_9999-99_ENG_v1901.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
467,465,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,486,False,465,1385,1,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,1,"01 Consol_ABS v2.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/01 Consol_ABS v2.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
468,466,NULL,NULL,NULL,NULL,NULL,"CMR","2nd Additional PDF/image file in SPT",True,"2020-05-18 04:00:00+00",NULL,"2020-05-18 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,487,False,466,1385,6,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,6,"106-MTMRX1557_1557_MCR_9999-99_ENG_v1901.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/106-MTMRX1557_1557_MCR_9999-99_ENG_v1901.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL
