"documentPlanID","policyS3DocumentMappingID","pbp","cmsContractNumber","carrier","account","group","serviceQualifier","documentType","isDefaultDocument","validFrom","validTill","createdAt","createdBy","updatedAt","updatedBy","legacyDocumentID","isDeleted","s3DocumentMappingID","policyID","policyS3DocumentID","createdAt-2","createdBy-2","updatedAt-2","updatedBy-2","policyS3DocumentID-2","s3DocumentName","s3DocumentURL","createdAt-3","createdBy-3","updatedAt-3","updatedBy-3","policyID-2","policyName","policyTypeID","IsMedicarePolicy","createdAt-4","createdBy-4","updatedAt-4","updatedBy-4","contractID","contractID-2","contractName","clientID","clientID-2","clientName"
1808,1608,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-21 05:00:00+00",NULL,"2024-01-20 16:47:35.716866+00","117957","2024-01-20 16:47:35.716866+00",NULL,NULL,False,1608,2002,480,"2024-01-20 16:47:35.716866+00","117957","2024-01-20 16:47:35.716866+00",NULL,480,"MACMSv2.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACMSv2.pdf","2024-01-20 16:47:35.716866+00","117957","2024-01-20 16:47:35.716866+00",NULL,2002,"ESI - Longevity Health Plan - H5374",6,True,"2023-10-19 21:27:10.165112+00",NULL,"2023-10-19 21:27:10.165112+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1532,1350,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-01 05:00:00+00","2024-01-21 04:59:59.999+00","2023-12-14 23:06:14.589552+00","216672","2024-01-20 16:54:18.415837+00","117957",NULL,False,1350,2041,407,"2023-12-14 23:06:14.589552+00","216672","2023-12-14 23:06:14.589552+00",NULL,407,"MACMSv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACMSv1.pdf","2023-12-14 23:05:52.705977+00","216672","2023-12-14 23:05:52.705977+00",NULL,2041,"ESI - HealthFirst - H1099",6,True,"2023-11-08 14:57:03.840436+00",NULL,"2023-11-08 14:57:03.840436+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1819,1254,NULL,NULL,"2FHA","EX352657","020","CMR","1st Additional PDF in SPT",False,"2024-01-23 05:00:00+00","2024-01-30 04:59:59.999+00","2024-01-22 19:42:52.006509+00","216672","2024-01-27 03:14:49.445008+00","316544",NULL,False,1254,2075,386,"2023-12-14 17:30:13.359078+00","216672","2023-12-14 17:30:13.359078+00",NULL,386,"MACNMEDDWHIv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDWHIv1.pdf","2023-12-14 17:02:21.300249+00","216672","2023-12-14 17:02:21.300249+00",NULL,2075,"ESI - Centene - H0913",6,True,"2023-11-16 22:03:47.793537+00",NULL,"2023-11-16 22:03:47.793537+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1419,1251,NULL,NULL,"2FFA",NULL,NULL,"CMR","1st Additional PDF in SPT",False,"2024-01-01 05:00:00+00",NULL,"2023-12-14 17:27:16.693698+00","216672","2024-01-27 03:14:28.069551+00","316544",NULL,False,1251,2072,387,"2023-12-14 17:27:16.693698+00","216672","2023-12-14 17:27:16.693698+00",NULL,387,"MACNMEDDNOVv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDNOVv1.pdf","2023-12-14 17:13:22.087507+00","216672","2023-12-14 17:13:22.087507+00",NULL,2072,"ESI - Centene - H0562",6,True,"2023-11-16 22:01:25.70462+00",NULL,"2023-11-16 22:01:25.70462+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1903,1254,NULL,NULL,"2FFA","	EX352257",NULL,"CMR","1st Additional PDF in SPT",False,"2024-01-30 05:00:00+00",NULL,"2024-01-27 03:18:06.193101+00","316544","2024-01-27 03:18:06.193101+00",NULL,NULL,False,1254,2075,386,"2023-12-14 17:30:13.359078+00","216672","2023-12-14 17:30:13.359078+00",NULL,386,"MACNMEDDWHIv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDWHIv1.pdf","2023-12-14 17:02:21.300249+00","216672","2023-12-14 17:02:21.300249+00",NULL,2075,"ESI - Centene - H0913",6,True,"2023-11-16 22:03:47.793537+00",NULL,"2023-11-16 22:03:47.793537+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1904,1254,NULL,NULL,"2FFA","EX352258",NULL,"CMR","1st Additional PDF in SPT",False,"2024-01-30 05:00:00+00",NULL,"2024-01-27 03:18:27.986389+00","316544","2024-01-27 03:18:27.986389+00",NULL,NULL,False,1254,2075,386,"2023-12-14 17:30:13.359078+00","216672","2023-12-14 17:30:13.359078+00",NULL,386,"MACNMEDDWHIv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDWHIv1.pdf","2023-12-14 17:02:21.300249+00","216672","2023-12-14 17:02:21.300249+00",NULL,2075,"ESI - Centene - H0913",6,True,"2023-11-16 22:03:47.793537+00",NULL,"2023-11-16 22:03:47.793537+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1909,1276,NULL,NULL,"2FFA","EX352463",NULL,"CMR","1st Additional PDF in SPT",False,"2024-01-30 05:00:00+00",NULL,"2024-01-27 03:35:31.193783+00","316544","2024-01-27 03:35:31.193783+00",NULL,NULL,False,1276,2095,386,"2023-12-14 19:45:51.61583+00","216672","2023-12-14 19:45:51.61583+00",NULL,386,"MACNMEDDWHIv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDWHIv1.pdf","2023-12-14 17:02:21.300249+00","216672","2023-12-14 17:02:21.300249+00",NULL,2095,"ESI - Centene - H2775",6,True,"2023-11-16 22:23:57.12192+00",NULL,"2023-11-16 22:23:57.12192+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1483,1304,NULL,NULL,"2FSA","EX352649","003","CMR","1st Additional PDF in SPT",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-14 22:24:41.078231+00","216672","2024-01-29 13:23:59.787271+00","316544",NULL,False,1304,2116,398,"2023-12-14 22:24:41.078231+00","216672","2023-12-14 22:24:41.078231+00",NULL,398,"MACNMEDDNYv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDNYv1.pdf","2023-12-14 22:24:41.078231+00","216672","2023-12-14 22:24:41.078231+00",NULL,2116,"ESI - Centene - H5599",6,True,"2023-11-17 15:50:40.859035+00",NULL,"2023-11-17 15:50:40.859035+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1407,1239,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-01 05:00:00+00",NULL,"2023-12-14 16:59:11.217946+00","216672","2023-12-14 16:59:11.217946+00",NULL,NULL,False,1239,1839,383,"2023-12-14 16:59:11.217946+00","216672","2023-12-14 16:59:11.217946+00",NULL,383,"MABANPPOv2.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MABANPPOv2.pdf","2023-12-14 16:59:11.217946+00","216672","2023-12-14 16:59:11.217946+00",NULL,1839,"ESI - Banner Medicare - H7273",6,True,"2022-08-12 18:42:56.344063+00",NULL,"2022-08-12 18:42:56.344063+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1420,1252,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-01 05:00:00+00",NULL,"2023-12-14 17:28:30.628094+00","216672","2023-12-14 17:28:30.628094+00",NULL,NULL,False,1252,2073,386,"2023-12-14 17:28:30.628094+00","216672","2023-12-14 17:28:30.628094+00",NULL,386,"MACNMEDDWHIv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDWHIv1.pdf","2023-12-14 17:02:21.300249+00","216672","2023-12-14 17:02:21.300249+00",NULL,2073,"ESI - Centene - H0712",6,True,"2023-11-16 22:02:36.822962+00",NULL,"2023-11-16 22:02:36.822962+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1433,1262,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-01 05:00:00+00",NULL,"2023-12-14 18:34:25.348021+00","216672","2023-12-14 18:34:25.348021+00",NULL,NULL,False,1262,2082,386,"2023-12-14 18:34:25.348021+00","216672","2023-12-14 18:34:25.348021+00",NULL,386,"MACNMEDDWHIv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDWHIv1.pdf","2023-12-14 17:02:21.300249+00","216672","2023-12-14 17:02:21.300249+00",NULL,2082,"ESI - Centene - H1416",6,True,"2023-11-16 22:11:04.574682+00",NULL,"2023-11-16 22:11:04.574682+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1446,1275,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-01 05:00:00+00",NULL,"2023-12-14 19:15:31.365594+00","216672","2023-12-14 19:15:31.365594+00",NULL,NULL,False,1275,2094,386,"2023-12-14 19:15:31.365594+00","216672","2023-12-14 19:15:31.365594+00",NULL,386,"MACNMEDDWHIv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDWHIv1.pdf","2023-12-14 17:02:21.300249+00","216672","2023-12-14 17:02:21.300249+00",NULL,2094,"ESI - Centene - H2491",6,True,"2023-11-16 22:23:11.06056+00",NULL,"2023-11-16 22:23:11.06056+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1497,1315,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-01 05:00:00+00",NULL,"2023-12-14 22:37:45.948462+00","216672","2023-12-14 22:37:45.948462+00",NULL,NULL,False,1315,2127,386,"2023-12-14 22:37:45.948462+00","216672","2023-12-14 22:37:45.948462+00",NULL,386,"MACNMEDDWHIv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDWHIv1.pdf","2023-12-14 17:02:21.300249+00","216672","2023-12-14 17:02:21.300249+00",NULL,2127,"ESI - Centene - H6713",6,True,"2023-11-17 17:09:50.146042+00",NULL,"2023-11-17 17:09:50.146042+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1509,1327,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-01 05:00:00+00",NULL,"2023-12-14 22:43:49.724831+00","216672","2023-12-14 22:43:49.724831+00",NULL,NULL,False,1327,2141,387,"2023-12-14 22:43:49.724831+00","216672","2023-12-14 22:43:49.724831+00",NULL,387,"MACNMEDDNOVv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDNOVv1.pdf","2023-12-14 17:13:22.087507+00","216672","2023-12-14 17:13:22.087507+00",NULL,2141,"ESI - Centene - H7925",6,True,"2023-11-17 21:09:39.686249+00",NULL,"2023-11-17 21:09:39.686249+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1521,1339,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-01 05:00:00+00",NULL,"2023-12-14 22:55:30.992769+00","216672","2023-12-14 22:55:30.992769+00",NULL,NULL,False,1339,2149,386,"2023-12-14 22:55:30.992769+00","216672","2023-12-14 22:55:30.992769+00",NULL,386,"MACNMEDDWHIv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDWHIv1.pdf","2023-12-14 17:02:21.300249+00","216672","2023-12-14 17:02:21.300249+00",NULL,2149,"ESI - Centene - H9428",6,True,"2023-11-17 21:25:59.869494+00",NULL,"2023-11-17 21:25:59.869494+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1546,1364,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-01 05:00:00+00",NULL,"2023-12-15 02:09:57.455405+00","216672","2023-12-15 02:09:57.455405+00",NULL,NULL,False,1364,1921,412,"2023-12-15 02:09:57.455405+00","216672","2023-12-15 02:09:57.455405+00",NULL,412,"MASENMEDDv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MASENMEDDv1.pdf","2023-12-15 02:09:57.455405+00","216672","2023-12-15 02:09:57.455405+00",NULL,1921,"ESI - Sentara - S2465",6,True,"2023-02-02 22:51:20.718446+00",NULL,"2023-02-02 22:51:20.718446+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1809,1609,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-21 05:00:00+00",NULL,"2024-01-20 16:49:21.086366+00","117957","2024-01-20 16:49:21.086366+00",NULL,NULL,False,1609,1998,480,"2024-01-20 16:49:21.086366+00","117957","2024-01-20 16:49:21.086366+00",NULL,480,"MACMSv2.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACMSv2.pdf","2024-01-20 16:47:35.716866+00","117957","2024-01-20 16:47:35.716866+00",NULL,1998,"ESI - Longevity Health Plan - H9942",6,True,"2023-10-19 21:23:49.841727+00",NULL,"2023-10-19 21:23:49.841727+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1533,1351,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-01 05:00:00+00","2024-01-21 04:59:59.999+00","2023-12-14 23:06:38.061084+00","216672","2024-01-20 16:52:05.227113+00","117957",NULL,False,1351,2004,407,"2023-12-14 23:06:38.061084+00","216672","2023-12-14 23:06:38.061084+00",NULL,407,"MACMSv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACMSv1.pdf","2023-12-14 23:05:52.705977+00","216672","2023-12-14 23:05:52.705977+00",NULL,2004,"ESI - Longevity Health Plan - H0363",6,True,"2023-10-19 21:32:32.866186+00",NULL,"2023-10-19 21:32:32.866186+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1898,1251,NULL,NULL,"2FFA",NULL,NULL,"CMR","1st Additional PDF in SPT",False,"2024-01-30 05:00:00+00",NULL,"2024-01-27 03:13:29.0983+00","316544","2024-01-27 03:13:46.444442+00","316544",NULL,True,1251,2072,387,"2023-12-14 17:27:16.693698+00","216672","2023-12-14 17:27:16.693698+00",NULL,387,"MACNMEDDNOVv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDNOVv1.pdf","2023-12-14 17:13:22.087507+00","216672","2023-12-14 17:13:22.087507+00",NULL,2072,"ESI - Centene - H0562",6,True,"2023-11-16 22:01:25.70462+00",NULL,"2023-11-16 22:01:25.70462+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1865,1661,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-25 05:00:00+00","2024-01-29 04:59:59.999+00","2024-01-24 21:24:12.094926+00","216672","2024-01-29 03:37:29.92616+00","131511",NULL,False,1661,2118,483,"2024-01-24 21:24:12.094926+00","216672","2024-01-24 21:24:12.094926+00",NULL,483,"MACNMMPILv1 Flattened.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMMPILv1%20Flattened.pdf","2024-01-24 21:24:12.094926+00","216672","2024-01-24 21:24:12.094926+00",NULL,2118,"ESI - Centene - H6080",6,True,"2023-11-17 15:51:47.771175+00",NULL,"2023-11-17 15:51:47.771175+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1472,1295,NULL,NULL,"2FRA","EX352592","014","CMR","1st Additional PDF in SPT",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-14 21:12:16.996971+00","216672","2024-01-29 13:21:00.176816+00","316544",NULL,False,1295,2108,394,"2023-12-14 21:12:16.996971+00","216672","2023-12-14 21:12:16.996971+00",NULL,394,"MACNMEDDNYWCv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDNYWCv1.pdf","2023-12-14 19:48:01.490639+00","216672","2023-12-14 19:48:01.490639+00",NULL,2108,"ESI - Centene - H4868",6,True,"2023-11-16 22:32:51.455059+00",NULL,"2023-11-16 22:32:51.455059+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1820,1294,NULL,NULL,"2FHA","EX352675","003","CMR","1st Additional PDF in SPT",False,"2024-01-23 05:00:00+00","2024-01-30 04:59:59.999+00","2024-01-22 20:05:16.387755+00","216672","2024-01-29 13:21:08.425478+00","316544",NULL,False,1294,2108,386,"2023-12-14 21:11:44.20596+00","216672","2023-12-14 21:11:44.20596+00",NULL,386,"MACNMEDDWHIv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDWHIv1.pdf","2023-12-14 17:02:21.300249+00","216672","2023-12-14 17:02:21.300249+00",NULL,2108,"ESI - Centene - H4868",6,True,"2023-11-16 22:32:51.455059+00",NULL,"2023-11-16 22:32:51.455059+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1484,1304,NULL,NULL,"2FSA","EX352648","001","CMR","1st Additional PDF in SPT",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-14 22:25:09.078514+00","216672","2024-01-29 13:24:03.426194+00","316544",NULL,False,1304,2116,398,"2023-12-14 22:24:41.078231+00","216672","2023-12-14 22:24:41.078231+00",NULL,398,"MACNMEDDNYv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDNYv1.pdf","2023-12-14 22:24:41.078231+00","216672","2023-12-14 22:24:41.078231+00",NULL,2116,"ESI - Centene - H5599",6,True,"2023-11-17 15:50:40.859035+00",NULL,"2023-11-17 15:50:40.859035+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1408,1240,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-01 05:00:00+00",NULL,"2023-12-14 16:59:45.349484+00","216672","2023-12-14 16:59:45.349484+00",NULL,NULL,False,1240,1939,384,"2023-12-14 16:59:45.349484+00","216672","2023-12-14 16:59:45.349484+00",NULL,384,"MACS8446v5.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACS8446v5.pdf","2023-12-14 16:59:45.349484+00","216672","2023-12-14 16:59:45.349484+00",NULL,1939,"ESI - Caresource - H6396",6,True,"2023-03-24 14:04:14.390622+00",NULL,"2023-03-24 14:04:14.390622+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1421,1253,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-01 05:00:00+00",NULL,"2023-12-14 17:29:12.86657+00","216672","2023-12-14 17:29:12.86657+00",NULL,NULL,False,1253,2074,387,"2023-12-14 17:29:12.86657+00","216672","2023-12-14 17:29:12.86657+00",NULL,387,"MACNMEDDNOVv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDNOVv1.pdf","2023-12-14 17:13:22.087507+00","216672","2023-12-14 17:13:22.087507+00",NULL,2074,"ESI - Centene - H0908",6,True,"2023-11-16 22:03:12.295645+00",NULL,"2023-11-16 22:03:12.295645+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1434,1263,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-01 05:00:00+00",NULL,"2023-12-14 18:34:53.487643+00","216672","2023-12-14 18:34:53.487643+00",NULL,NULL,False,1263,2083,387,"2023-12-14 18:34:53.487643+00","216672","2023-12-14 18:34:53.487643+00",NULL,387,"MACNMEDDNOVv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDNOVv1.pdf","2023-12-14 17:13:22.087507+00","216672","2023-12-14 17:13:22.087507+00",NULL,2083,"ESI - Centene - H1664",6,True,"2023-11-16 22:11:40.083481+00",NULL,"2023-11-16 22:11:40.083481+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1498,1316,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-01 05:00:00+00",NULL,"2023-12-14 22:38:13.375707+00","216672","2023-12-14 22:38:13.375707+00",NULL,NULL,False,1316,2128,387,"2023-12-14 22:38:13.375707+00","216672","2023-12-14 22:38:13.375707+00",NULL,387,"MACNMEDDNOVv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDNOVv1.pdf","2023-12-14 17:13:22.087507+00","216672","2023-12-14 17:13:22.087507+00",NULL,2128,"ESI - Centene - H6815",6,True,"2023-11-17 17:10:35.855802+00",NULL,"2023-11-17 17:10:35.855802+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1522,1340,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-01 05:00:00+00",NULL,"2023-12-14 22:57:15.26005+00","216672","2023-12-14 22:57:15.26005+00",NULL,NULL,False,1340,2151,387,"2023-12-14 22:57:15.26005+00","216672","2023-12-14 22:57:15.26005+00",NULL,387,"MACNMEDDNOVv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDNOVv1.pdf","2023-12-14 17:13:22.087507+00","216672","2023-12-14 17:13:22.087507+00",NULL,2151,"ESI - Centene - H9630",6,True,"2023-11-17 21:27:06.006497+00",NULL,"2023-11-17 21:27:06.006497+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1547,1365,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-01 05:00:00+00",NULL,"2023-12-15 02:11:55.457003+00","216672","2023-12-15 02:11:55.457003+00",NULL,NULL,False,1365,2042,413,"2023-12-15 02:11:55.457003+00","216672","2023-12-15 02:11:55.457003+00",NULL,413,"MAAVMEDv1 (1).pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MAAVMEDv1%20%281%29.pdf","2023-12-15 02:11:55.457003+00","216672","2023-12-15 02:11:55.457003+00",NULL,2042,"ESI - Sentara Avmed- H1016",6,True,"2023-11-08 15:55:24.033732+00",NULL,"2024-01-17 13:49:53.634906+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1810,1610,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-21 05:00:00+00",NULL,"2024-01-20 16:50:05.465862+00","117957","2024-01-20 16:50:05.465862+00",NULL,NULL,False,1610,2000,480,"2024-01-20 16:50:05.465862+00","117957","2024-01-20 16:50:05.465862+00",NULL,480,"MACMSv2.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACMSv2.pdf","2024-01-20 16:47:35.716866+00","117957","2024-01-20 16:47:35.716866+00",NULL,2000,"ESI - Longevity Health Plan - H8457",6,True,"2023-10-19 21:25:30.020697+00",NULL,"2023-10-19 21:25:30.020697+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1534,1352,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-01 05:00:00+00","2024-01-21 04:59:59.999+00","2023-12-14 23:06:58.921179+00","216672","2024-01-20 16:50:50.946292+00","117957",NULL,False,1352,2003,407,"2023-12-14 23:06:58.921179+00","216672","2023-12-14 23:06:58.921179+00",NULL,407,"MACMSv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACMSv1.pdf","2023-12-14 23:05:52.705977+00","216672","2023-12-14 23:05:52.705977+00",NULL,2003,"ESI - Longevity Health Plan - H1644",6,True,"2023-10-19 21:31:41.869474+00",NULL,"2023-10-19 21:31:41.869474+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1510,1328,NULL,NULL,"2FSA","EX352642","001","CMR","1st Additional PDF in SPT",False,"2024-01-01 05:00:00+00","2024-01-25 04:59:59.999+00","2023-12-14 22:50:18.817405+00","216672","2024-01-24 21:18:42.115547+00","216672",NULL,False,1328,2139,401,"2023-12-14 22:50:18.817405+00","216672","2023-12-14 22:50:18.817405+00",NULL,401,"MACNDSNPWIv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNDSNPWIv1.pdf","2023-12-14 22:50:18.817405+00","216672","2023-12-14 22:50:18.817405+00",NULL,2139,"ESI - Centene - H8189",6,True,"2023-11-17 21:08:22.837895+00",NULL,"2023-11-17 21:08:22.837895+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1460,1283,NULL,NULL,"2FSA","EX355170","007","CMR","1st Additional PDF in SPT",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-14 19:58:37.878132+00","216672","2024-01-27 03:38:58.669634+00","316544",NULL,False,1283,2100,396,"2023-12-14 19:58:37.878132+00","216672","2023-12-14 19:58:37.878132+00",NULL,396,"MACNDSNPCALv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNDSNPCALv1.pdf","2023-12-14 19:58:37.878132+00","216672","2023-12-14 19:58:37.878132+00",NULL,2100,"ESI - Centene - H3561",6,True,"2023-11-16 22:27:51.316602+00",NULL,"2023-11-16 22:27:51.316602+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1473,1294,NULL,NULL,"2FFA","EX352349","019","CMR","1st Additional PDF in SPT",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-14 21:12:40.041674+00","216672","2024-01-29 13:21:10.704928+00","316544",NULL,False,1294,2108,386,"2023-12-14 21:11:44.20596+00","216672","2023-12-14 21:11:44.20596+00",NULL,386,"MACNMEDDWHIv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDWHIv1.pdf","2023-12-14 17:02:21.300249+00","216672","2023-12-14 17:02:21.300249+00",NULL,2108,"ESI - Centene - H4868",6,True,"2023-11-16 22:32:51.455059+00",NULL,"2023-11-16 22:32:51.455059+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1485,1303,NULL,NULL,"2FFA","EX352210","004","CMR","1st Additional PDF in SPT",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-14 22:25:32.219511+00","216672","2024-01-29 13:23:56.919359+00","316544",NULL,False,1303,2116,387,"2023-12-14 22:23:57.65927+00","216672","2023-12-14 22:23:57.65927+00",NULL,387,"MACNMEDDNOVv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMEDDNOVv1.pdf","2023-12-14 17:13:22.087507+00","216672","2023-12-14 17:13:22.087507+00",NULL,2116,"ESI - Centene - H5599",6,True,"2023-11-17 15:50:40.859035+00",NULL,"2023-11-17 15:50:40.859035+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
1409,1241,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-01 05:00:00+00",NULL,"2023-12-14 17:01:40.469613+00","216672","2023-12-14 17:01:40.469613+00",NULL,NULL,False,1241,2063,385,"2023-12-14 17:01:40.469613+00","216672","2023-12-14 17:01:40.469613+00",NULL,385,"MACNMMPOHv1.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/MACNMMPOHv1.pdf","2023-12-14 17:01:40.469613+00","216672","2023-12-14 17:01:40.469613+00",NULL,2063,"ESI - Centene - H0022",6,True,"2023-11-16 21:53:17.584157+00",NULL,"2023-11-16 21:53:17.584157+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
